PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Created Date,Updated Date
Pole Arts,"['Bexbacher Straße 8 ', ' 66540 Neunkirchen']",66540,Neunkirchen,Bexbacher Straße 8,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']","Du suchst nach einem Studio für Poledance in Neunkirchen? Dann bist du bei Pole Arts genau richtig. Du erreichst das Team von Pole Arts aber auch telefonisch unter +49 15112950568 oder per E-Mail unter info@pole-arts.de.Falls du noch nie Pole getanzt hast, findest du unsere Einsteigerkurse unter dem Reiter ""Kurse"".", info@pole-arts.de,https://www.poledance-saarland.de/,+49 15112950568,https://www.eversports.de/s/pole-arts,"['Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', 'Twerken', '34 Rezensionen', 'Pilates', 'Poledance', 'Stretching', 'Heels', 'Twerken', 'Exotic']",4 Angebote für Neukund:innen,2024-02-17 18:39:47,2024-02-17 18:39:47
SPIN-UP,"['Könizstrasse 161', ' 3097 Liebefeld']",3097,Liebefeld,Könizstrasse 161,"['Übersicht', 'Klassen', 'Preise', 'Team']","Willkommen bei SPIN-UP Poledance in Bern. Ganz egal, ob du noch nie Pole Dance ausprobiert hast oder bereits regelmässig kopfüber hängst. Bei uns darfst du dich neu entdecken. Du wirst stärker, beweglicher und dein Selbstvertrauen wird explodieren. Gemeinsam feiern wir deine Erfolge.
Wir leben Pole Dance. Und wir lieben es, dich auf deiner Reise zu begleiten. 
Bei SPIN-UP bieten wir Euch professionelles Training in toller Atmosphäre. Wir trainieren in kleinen Gruppen, ohne Leistungsdruck aber mit dem grösstmöglichen Lernerfolg. Es liegt uns am Herzen, Euch individuell zu fördern - und nicht zu überfordern.
Sowohl Anfängern als auch fortgeschrittenen Schülern bieten wir fundierte Unterrichtsangebote. Nebst Poledance gehören dazu auch Krafttraining, Stretching, Chair- und Heels-Dance sowie Privatstunden. Ein besonderes Highlight sind unsere Polterabende und Geburtstagsparties. 
Wir haben uns zum Ziel gesetzt, euch ebenso von dem Tanz an der Stange zu begeistern wie wir es sind. Ihr sollt Spass haben und eine wundervolle Zeit mit uns verbringen! Komm vorbei und lass dich überzeugen!
Unsere Adresse:
STUDIO BERN
Vidmarhalle, 3. Stock.
Könizstrasse 161,
3097 Liebefeld-Bern
Tel. 078 807 56 87", info@spin-up.ch,https://www.spin-up.ch/,+41788075687,https://www.eversports.de/s/spin-up,"['Poledance', 'Poledance', 'Poledance', 'Poledance', '22 Rezensionen', 'Poledance']",2 Angebote für Neukund:innen,2024-02-17 18:39:51,2024-02-17 18:39:51
YOGA at Lobe Block,"['Böttgerstraße 16', ' 13357 Berlin']",13357,Berlin,Böttgerstraße 16,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']","Yoga Makes Us Happy

Rooftop Yogastudio in Berlin YOGA at Lobe Block ist ein mit viel Liebe und Klarheit geschaffener Ort. Wir sind das einzige Out- und Indoor Studio Berlins mit privater Outdoor Fläche und Rooftop. Bei uns liegt der Fokus auf einer breiten Auswahl an Yoga Stilen und Behandlungen.
Lehrer und Therapeuten mit vielfältigen Erfahrungen und Schwerpunkten teilen kreativ und mit Herzblut ihre Leidenschaft mit dir. Zeitgemäßes Yoga, gesundheitliche Ausrichtung des Körpers und Geistes, Offenheit und Flexibilität im Geiste, eine Prise Kreativität und kein bisschen Eso-Feeling.
Unser Studio rund um Yoga, Meditation, Massagen und anderen Behandlungen ermöglicht dir, deine Balance zu stärken. Wir bieten 30+ Online- & Outdoor Klassen pro Woche an — Hatha, Vinyasa, Jivamukti, Yin & Restorative, Strala, Forrest & Specials wie Yoga & Music & Gong Meditation. Alle Klassen finden in einem unserer Studioräume oder auf den (Dach)Terrassen statt. Bleib du selbst mit uns im YOGA at Lobe Block!
YOGA at Lobe Block is a centre with two studios for movement and wellbeing creating unique classes, workshops and treatments for you.", yoga@makesmehappy.de,http://lobe.yoga,,https://www.eversports.de/s/yoga-at-lobe-block,"['Yoga', 'Meditation', 'Qi Gong', 'Massage', 'Yoga', 'Meditation', 'Vinyasa Yoga', 'Stärkung/Flexibilität', 'Mobility', '140 Rezensionen', 'Pilates', 'Events', 'Zen Meditation', 'Meditation', 'HIIT', 'Handstand', 'Vinyasa Yoga', 'Hatha Yoga', 'Kundalini Yoga', 'Yin Yoga', 'Power Yoga', 'Anusara Yoga', 'Mobility', 'Hatha Flow Yoga', 'Prana Yoga', 'Yoga Nidra', 'Sound Healing', 'Jivamukti Yoga', 'Budokon Yoga', 'Breathwork', 'Animal Flow', 'Mantra Gesang', 'Strala Yoga', 'Therapeutisches Yoga', 'Gong Bath', 'Inside Flow', 'PSYCHEDELIC BREATH®', 'Mantra Yoga', 'Forrest Yoga', 'Rückenyoga', 'Yoga Basic', 'Ashtanga led', 'Stärkung/Flexibilität']",Zum Stundenplan,2024-02-17 18:39:56,2024-02-17 18:39:56
Aerial Art Poledance,"['Holzer Straße 98 ', ' 66287 Quierschied']",66287,Quierschied,Holzer Straße 98,"['Übersicht', 'Klassen', 'Workshops', 'Events', 'Videos', 'Preise', 'Team']","Das Aerial Art Poledance in ein Poledance Studio mit Sitz in Quierschied und Saarbrücken. Beide Standorte befinden sich unweit vom Ortszentrum und sind räumlich sehr großzügig gestaltet. Angeboten werden im Studio Poledancekurse für alle Niveaustufen, sowohl als Einzel- als auch als Gruppenunterricht. Das Studio kann aber auch fürs freie Training genutzt werden. Daneben wird bei Aerial Art Poledance auch Aerial Hoop, Heels Classes, Pole Conditioning und Stretching angeboten.", info@aerialart-poledance.de,http://www.aerialart-poledance.de/,01777870239,https://www.eversports.de/s/aerial-art-poledance,"['Poledance', 'Poledance', 'Poledance', 'Poledance', '106 Rezensionen', 'Poledance', 'Events', 'Aerial Hoop', 'Polesport', 'Heels', 'Online Klasse', 'Workshop', 'Privatstunden', 'Conditioning']",1 Angebot für Neukund:innen,2024-02-17 18:40:13,2024-02-17 18:40:13
The Pole Jungle,"['Volksgartenstraße 19', ' 4020 Linz']",4020,Linz,Volksgartenstraße 19,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Preise', 'Team']","Wie der Name bereits sagt erwartet euch ein grüner Jungle mitten in der Linzer Innenstadt. Kombiniert mit Chrome Poles, wird das Design des Pole Studio noch einzigartiger. Wir schwingen uns nicht nur wie Tarzan und Jane von Pole zu Pole, sondern erleben das perfekte Jungle Feeling beim Trainieren. Wir verbinden den Sport, den wir lieben mit der positiven Wirkung der Zimmerpflanzen, um unseren (manchmal stressigen) Alltag auszugleichen.
The Pole Jungle ist mit gesamt 12 Pole Stangen ausgestattet in Chrome. Die lange Fensterfront und die wunderschöne Glaskuppel ermöglichen dem Tageslicht das Pole Studio zu fluten und ausreichend Helligkeit und Freundlichkeit in das Studio zu bringen.", hello@thepolejungle.com,http://www.thepolejungle.com,+43 677 647 33 8 00,https://www.eversports.de/s/the-pole-jungle,"['Poledance', 'Poledance', 'Poledance', 'Poledance', 'Poledance', '11 Rezensionen', 'Poledance', 'Stretching', 'Handstand', 'Chairdance', 'Polesport', 'Heels', 'Twerken', 'Loop-Bands-Workout']",Zum Stundenplan,2024-02-17 18:40:28,2024-02-17 18:40:28
Niyaha Yoga Susann Kind,"['Nachtigallenstraße 13', ' 98617 Meiningen']",98617,Meiningen,Nachtigallenstraße 13,"['Übersicht', 'Klassen', 'Workshops', 'Events', 'Videos', 'Preise', 'Team']","Namasté - Welcome Yogi, herzlich willkommen im gemütlichen Yogastudio ""Niyaha"" in Meiningen. Die Lehrenden lieben es Yoga zu unterrichten und lieben es für dich eine angenehme Atmosphäre zu schaffen, also fühle dich von ganzem Herzen eingeladen, einzutreten, in deinen neuen Yoga-Ort. Fühle dich wohl, genieße die Zeit für dich und mit dir - Genieße einen Ort der dir Ruhe und Kraft schenkt, der dich vielleicht sogar herausfordert. ErLEBE deine Quality time im Niyaha Yoga-Studio und Entdecke DICH!", info@niyaha-yoga.de,https://www.niyaha-yoga.de,015115100895,https://www.eversports.de/s/niyaha-yoga-susann-kind,"['Yoga', 'Personal Training', 'Yoga', 'Yoga', 'Yoga', 'Achtsamkeit', '19 Rezensionen', 'Yoga', 'Poledance', 'Personal Training', 'Meditation', 'Achtsamkeit', 'Stress Release Yoga', 'Online Klasse', 'Breathwork', 'Atemarbeit', 'Medizinisches Yoga']",Zum Stundenplan,2024-02-17 18:40:35,2024-02-17 18:40:35
Polefriends Halle,"['Leipziger Straße 36 ', ' 06108 Halle']",06108,Halle,Leipziger Straße 36,"['Übersicht', 'Klassen', 'Preise', 'Team']","Polefriends Halle ist ein Sportstudio für diverse Formen von Poledance. Es befindet sich in Halle und bietet Interessierten Kurse für Einsteiger, Mittelstufe, Fortgeschrittene und Profis an. Außerdem sind Aufbaukurse, Pole & Burlesque Dance sowie Kurse in Lapdance & Striptease im Programm. Zusätzlich bietet das Team „Ladies Nights“ in Halle, Leipzig und Magdeburg an. Das Studio selbst ist großzügig, hell und mit viel Platz zum Ausprobieren angelegt.", info@polefriends.de,http://polefriends.de/,+49 1511 7217064,https://www.eversports.de/s/polefriends-halle,"['Fitness', 'Poledance', 'Poledance', 'Akrobatik', '41 Rezensionen', 'Fitness', 'Poledance', 'Akrobatik', 'Acroyoga', 'Bodywork', 'HIIT', 'Tabata', 'Iyengar Yoga', 'TRX® Suspension Training', 'Stretching', 'Handstand', 'Chairdance', 'Vinyasa Yoga', 'Kundalini Yoga', 'twerXout®', 'Pilates Mat', 'Burlesque', 'Online Klasse', 'Atemübungen', 'Atemsessions', 'Atemarbeit']",1 Angebot für Neukund:innen,2024-02-17 18:40:43,2024-02-17 18:40:43
Vertical - Pole Aerial Dance,"['Pleicherkirchplatz 15', ' 97070 Würzburg']",97070,Würzburg,Pleicherkirchplatz 15,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Das Vertical liegt im Herzen Würzburgs. Hier lassen sich Poledance, Aerial Hoop und Aerial Silks erlernen. Das Studio bietet viel Platz, um die eigene Kreativität auszuleben und neue Dinge auszuprobieren. Zusätzlich werden Flexibility-Kurse angeboten, um die nötige Beweglichkeit zu erhalten. Das Tanzen an der Stange und die anderen Formen der Luftakrobatik werden hier mit Leidenschaft praktiziert.", info@vertical-studio.de,https://www.vertical-studio.de/,+49 15120213144,https://www.eversports.de/s/vertical-pole-aerial-dance,"['Poledance', 'Poledance', 'Online Klasse', 'Poledance', 'Online Klasse', 'Poledance', 'Online Klasse', 'Poledance', 'Online Klasse', '84 Rezensionen', 'Yoga', 'Poledance', 'Online Klasse']",2 Angebote für Neukund:innen,2024-02-17 18:40:46,2024-02-17 18:40:46
Pole your Body,"['Lämmersieth 21', ' 22305 Hamburg']",22305,Hamburg,Lämmersieth 21,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.",,,+49 157 54380232,https://www.eversports.de/s/pole-your-body,"['(Noch keine Bewertungen)', 'Poledance']",,2024-02-17 18:40:49,2024-02-17 18:40:49
BALANCE Neumarkt,"['Deininger Weg 94 ', ' 92318 Neumarkt in der Oberpfalz']",92318,Neumarkt,Deininger Weg 94,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Videos', 'Preise', 'Team']","BALANCE Neumarkt ist ein Kursstudio mit einem sehr breiten Online- und Studioprogramm. Es befindet sich in Neumarkt in der Oberpfalz, unweit von der Bushaltestelle Regensburger Straße. Angeboten werden Tanzkurse (Jazz Dance, Dance Kids, Streedance & Funky Jazz), Poledance, Yoga, Pilates, Sings und vieles mehr. Bei BALANCE Neumarkt werden sowohl regelmäßige Klassen als auch aufbauende Kurse und einmalige Workshops angeboten. Seit 2020 steht allen Kunden eine Online-Videothek zur Verfügung. Videos können einzeln gekauft oder mit dem entsprechenden Service erworben werden.", studio@balance-neumarkt.de,http://www.balance-neumarkt.de,+49 160 80 20 246,https://www.eversports.de/s/balance-neumarkt,"['Pilates', 'Tanzen', 'Pilates', 'Yoga', 'Fitness', 'Pilates', 'Poledance', 'Tanzen', 'Fitness', 'Pilates', '97 Rezensionen', 'Pilates', 'Tanzen', 'Yoga', 'Aerobic', 'Poledance', 'Aerial Yoga', 'Akrobatik', 'Stretching', 'Entspannung', 'Online Klasse', 'Workout', 'Erwachsenentraining', 'Step']",Kostenlos Schnuppern,2024-02-17 18:40:54,2024-02-17 18:40:54
BodySoul Studio Düsseldorf,"['Süllenstraße 30 ', ' 40599 Düsseldorf']",40599,Düsseldorf,Süllenstraße 30,"['Übersicht', 'Klassen', 'Preise', 'Team']","Hallo und herzlich willkommen im BodySoul Studio Düsseldorf,Im Angebot stehen sowohl Präsenz- als auch Onlinekurse & 1:1 Coaching zur Verfügung. Hierbei wird der Fokus sowohl auf den Körper als auch auf den Geist gelegt.Flexibility/ Stretching/ Mobility Fullbody Powerstretching: Umfangreiches und ausgiebiges Dehnprogramm mit Kräftigungs- & Stabilitätsübungen für den Aufbau einer validen Beweglichkeit und dem Zusammenspiel von Yogaflowsequenzen. Hier findest Du ein qualitatives Programm für den Spagat, Vor- & Rückbeuge. Es werden nicht nur Basics trainiert, sondern auch anspruchsvolle Einheiten, sodass du herausgefordert wirst und eine Entwicklung garantiert ist.Yoga & Meditation Durch Hatha Yoga sorgen wir dafür, dass die Verbindung zwischen Körper und Geist zustande gebracht wird, um im Leben besser mit Stresssituationen umgehen zu können und generell eine Gelassenheit zu kultivieren. Je nach Kurs können dabei sanfte flows, Powervinyasa oder auch kraftvolles akrobatisches Ashtanga Yoga vorkommen mit einer anschließenden entspannenden Savasana-session für den Geist am Ende der Stunde.Zirkeltraining/ Akrobatik Acrobatics preparation: Im Vordergrund steht in diesem Kurs der Aufbau von Kraft und Stabilität durch intensive Übungen, die alle Bereiche abdecken (Ausdauer, Kraft, Beweglichkeit). Ein schöner Nebeneffekt von meinem Programm ist die Körperspannung, die sich nebenher entwickelt. Sehr hilfreich z.B. für den Unterarm- oder Kopfstand. Also kommen hier auch akrobatische Elemente und die dazugehörigen Vorübungen vor (Handstandtraining).1:1 Coaching In den Bereichen der yogischen Lebensphilosophie (Selbstheilung, Mindset, Persönlichkeitsentwicklung), Meditation/ Atemtechniken, Achtsamkeits- & Bewusstseinsarbeit, sowie auch Personaltraining (inkl. Mentaltraining), kann solch eine Stunde gerne gebucht werden. Dafür darfst du dich gerne bei mir telefonisch oder per Nachricht meldenAlle Kurse sind für jedes Level geeignet, da individuelle Anforderungen in der Klasse gestellt werden.", info@bodysoul-studio.com,http://bodysoul-studio.com/,+49 15906354338,https://www.eversports.de/s/bodysoul-studio-duesseldorf,"['Poledance', 'Stretching', '19 Rezensionen', 'Fitness', 'Gymnastik', 'Yoga', 'Poledance', 'Personal Training', 'Akrobatik', 'Meditation', 'HIIT', 'Mentaltraining', 'Power Pole', 'Stretching', 'Handstand', 'Hatha Yoga', 'Power Yoga', 'Polesport', 'Mobility', 'Achtsamkeit', 'Coaching', 'Rückengymnastik', 'Dehnung/Flexibilität', 'Fitness und Yoga', 'Trauma-Coaching']",3 Angebote für Neukund:innen,2024-02-17 18:41:20,2024-02-17 18:41:20
Pole Dance Krefeld,"['Hochfelder Straße 47', ' 47809 Krefeld']",47809,Krefeld,Hochfelder Straße 47,"['Übersicht', 'Klassen', 'Trainings', 'Workshops', 'Videos', 'Preise', 'Team']","Das Studio Pole Dance Krefeld findet ihr in Krefeld Oppum direkt neben dem Bahnhof Krefeld Oppum. Trainiert wird in einem lichtdurchfluteten 200m² großen Raum auf ca 140m² Tanzfläche. Der Raum verfügt über 14m Spiegelwand und über 4m hohe Decken. Im Sommer sorgt eine Klimaanlage für ein angenehmes Training. Das Kursangebot umfasst Pole Dance, Exotic Pole Dance, Kids Pole, Bungee Fit & Jump und Workshops für Chair Dance, Lap Dance, Floorwork und Aerial Hoop. Wenn gerade nicht getanzt wird, versammeln wir uns im gemütlichen Lounge Bereich. Öffentliche Parkplätze am Straßenrand.", info@poledancekrefeld.de,https://www.poledancekrefeld.de,+4917623943247,https://www.eversports.de/s/pole-dance-krefeld,"['Poledance', 'Aerobic', 'Aerobic', 'Zirkeltraining', 'Poledance', 'Jumping', 'Poledance', '93 Rezensionen', 'Aerobic', 'Poledance', 'Zirkeltraining', 'Bodywork', 'Jumping', 'Stretching', 'Floorwork', 'Lapdance', 'Chairdance', 'Aerial Hoop', 'Online Klasse', 'Workout']",Zum Stundenplan,2024-02-17 18:41:27,2024-02-17 18:41:27
Royal Pole,"['Waaghausgasse 3 ', ' 3011 Bern']",3011,Bern,Waaghausgasse 3,"['Übersicht', 'Klassen', 'Workshops', 'Freie Trainings', 'Preise', 'Team']","HERZLICH WILLKOMMEN BEI UNS IM ROYAL POLE!Bist du auf der Suche nach einer neuen herausfordernden sportlichen Leidenschaft, bei der der Spassfaktor immer noch vorhanden bleibt und es dir nicht langweilig wird? Dann bist du bei uns goldrichtig! Royal Pole gibt dir nämlich nicht nur die Möglichkeit neue spannende und vielfältige Luftdisziplinen kennen zu lernen, sondern auch Dich selbst und Deine körperlichen Leistungen neu zu entdecken und zu entfalten!Unser super motiviertes Team von qualifizierten und erfahrenen Instruktorinnen begleitet und unterstützt dich professionell, kompetent und mit grosser Leidenschaft und Sympathie in dieser Entdeckungsreise der Poledance und der Luftakrobatikdisziplinen. Egal ob du alt oder jung bist, weiblich oder männlich, sportlich oder nicht, bei uns sind alle willkommen: denn Pole, Hoop, Silks, Tanz und Beweglichkeit haben kein Alter, wenn man der Überzeugug ist, Bewegung hält den Körper und die Seele jung!In unserem stilvoll und hochwertig ausgestattetem Pole Dance Studio sind Qualität, Sicherheit und individuelle Förderung gross geschrieben: unsere grosszügigen 90 Min. Lektionen, eine maximale Teilnehmeranzahl von 8-9 Personen und Kurse in denen du deine Stange nur für Dich hast und sie nicht teilen musst stellen sicher, dass wir unseren Grundsätzen gerecht werden.Wir werden dich vielleicht mal an deine Grenzen bringen, ganz sicher aber, werden wir dich so an deine Ziele bringen! ;-)Na, Lust bekommen bei uns mal reinzuschauen? Dann denk nicht mehr lange nach und melde Dich gleich für eine Probelektion an, denn bereits hier erwartet dich der erste Vorteil: du zahlst für deine erste nur 5 Franken!Helga & das ganze RP-Team", info@royalpole.ch,http://www.royalpole.ch/,,https://www.eversports.de/s/royal-pole,"['Poledance', 'Heels', 'Flexibles Training', 'Poledance', 'Flexibles Training', 'Poledance', 'Flexibles Training', 'Akrobatik', 'Poledance', '19 Rezensionen', 'Poledance', 'Krafttraining', 'Events', 'Acroyoga', 'Raumvermietung', 'Power Pole', 'Stretching', 'Floorwork', 'Polesport', 'Heels', 'Kindertraining', 'Contemporary Dance', 'Dehnung/Flexibilität', 'Kräftigung der Muskeln', 'Dehnbarkeit und Beweglichkeit', 'Yoga Conditioning', 'Inside Flow', 'Choreographie', 'Strip Plastic', 'Pole handstand', 'Body Conditioning für Tänzer:innen', 'Aktivitäten für Kinder und Erwachsene', 'Workshop', 'Aerial Hammock', 'Flying Pole', 'Privatstunden']",7 Angebote für Neukund:innen,2024-02-17 18:41:35,2024-02-17 18:41:35
SWISS MEGA PARK,"['Schützenstrasse 2', ' 4402 Frenkendorf']",4402,Frenkendorf,Schützenstrasse 2,"['Übersicht', 'Sportplätze', 'Matches']","Der SWISS MEGA PARK in Frenkendorf ist nicht nur Sportpark, sondern auch Freizeitpark mit einem vielfältigen In- und Outdoorangebot. Im Sportpark kannst du Tennis, Badminton, Squash, Padel, Indoor Fußball, Bubble Soccer, Minigolf und Fitness ausüben.  Im Funpark stehen Abenteuer wie Megajump, ein Kletterpark, Kidsfun, Lasertag und Ferienangebote zur Verfügung. Euren Magen könnt ihr mit einem ""Börger to go"" aus dem Börger Star verwöhnen.", kontakt@swissmegapark.ch,http://www.swissmegapark.ch/,+41 61 901 76 64,https://www.eversports.de/s/swiss-mega-park,"['12 Rezensionen', 'Tennis', 'Badminton', 'Basketball', 'Eishockey', 'Fitness', 'Fußball', 'Kampfsport', 'Klettern', 'Squash', 'Trampolinspringen', 'Eislaufen', 'Lasertag', 'Poledance', 'Krav Maga', 'Padel', 'Bubblesports', 'Dodgeball', 'Bubblesoccer', 'Bouldern', 'Speedsoccer (9x18m)']",,2024-02-17 18:41:39,2024-02-17 18:41:39
Körperformfabrik GbR,"['Hauptstraße 108 ', ' 77855 Achern']",77855,Achern,Hauptstraße 108,"['Übersicht', 'Klassen', 'Preise', 'Team']","Pole Dance oder Pylon Dance ist Körperkunst und gleichzeitig auch eine komplexe Sportart. Pylonsport ist eine der effektivsten und auch faszinierenden Arten von körperlicher Aktivität. Übungen an der Stange kombinieren überraschenderweise Cardio-Training, Krafttraining und Stretching. Egal ob Anfänger oder Erfahren, bei My Dance Pole Studio beraten wir Dich individuell und auf Grad Deiner Fitness. Trotz der Komplexität des Pole Dance kannst du diesen Sport sehr schnell lernen und durch gezielten Übungen und qualifiziertes Training innerhalb von zwei bis drei Monaten außergewöhnliche Bewegungen und Tricks ausführen.Mit dem TRX Suspension Training bei Alex Fitness wirst du in der Lage sein, deinen ganzen Körper zu perfektionieren, die Muskeln zu straffen, die Wirbelsäule zu stärken und die Körperhaltung zu verbessern. Suspension Training beseitigt axiale Belastungen der Wirbelsäule, deshalb ist es angenehm und unterstützend für den Rücken. TRX ist sowohl für Männer als auch für Frauen gleichermaßen nützlich. Es strafft Deine Muskeln und verbessert Deine Kondition. TRX Übungen sind die Grundlage des TRX Suspension Training Programms bei Alex Fitness. Die Aktivitäten beim TRX sind für jeden Fitnesslevel geeignet und tragen effektiv zur Entwicklung von Kraft, Ausdauer, Flexibilität und Gleichgewicht bei. Durch die Kombination von Stabilität, Beweglichkeit, Kraft und Flexibilität, die wir alle im täglichen Leben brauchen, trägt das Training zur Entwicklung aller Muskeln bei. Der Hauptaspekt dieser Workouts ist die Konzentration auf die harmonische und effektive Entwicklung von Muskelstabilisatoren. Eine effektiven Methode des Funktionstraining unter Verwendung deines Eigengewichts, um die Muskeln des gesamten Körpers zu trainieren.", alexander.malyschkin@web.de,http://www.koerperformfabrik.de,+49 17672823704,https://www.eversports.de/s/koerperformfabrik-gbr,"['TRX®', 'TRX® Yoga', 'Exotic', 'Poledance', 'Poledance', '4 Rezensionen', 'Poledance', 'TRX®', 'TRX® Yoga', 'TRX® Suspension Training', 'Stretching', 'Exotic']",Kostenlos Schnuppern,2024-02-17 18:41:42,2024-02-17 18:41:42
Pole and Move Ludwigshafen,"['Raschigstraße 100 ', ' 67067 Ludwigshafen am Rhein']",67067,Ludwigshafen,Raschigstraße 100,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.", team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/pole-and-move-ludwigshafen,"['Poledance', 'Poledance', 'Stretching', 'Poledance', 'Aerial Yoga', 'Aerial Yoga', 'Poledance', 'Poledance', 'Power Pole', '9 Rezensionen', 'Poledance', 'Aerial Yoga', 'Flexibles Training', 'Power Pole', 'Lapdance', 'Chairdance', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport', 'Burlesque', 'Contemporary Dance', 'Exotic', 'Stärkung/Flexibilität', 'Pole handstand', 'Privates Training', 'Aerial Hammock']",2 Angebote für Neukund:innen,2024-02-17 18:41:50,2024-02-17 18:41:50
Poledancestar,"['Gabelsbergerstraße 1A ', ' 04317 Leipzig']",04317,Leipzig,Gabelsbergerstraße 1A,"['Übersicht', 'Klassen', 'Trainings', 'Kurse', 'Videos', 'Preise', 'Team']","Poledancestar bedeutet Kompetenz, Zusammenhalt, Spaß, Flexibilität. In Vielen Kursen mit und ohne Pole bekommst du eine optimale Mischung, um Dich vorranzubringen - sportlich und mental. Kinder ab 4 Jahre trainieren bei Poledancestar und nach oben sind keine Grenzen gesetzt. Schnupperstunden, Basickurse, Poletricks & -transitions, Wettkampfvorbereitung/Choreografieerstellung, Privattraining, Pole-Party, Twerken, Exotic Pole, Rent your Pole, Poledance Kids & Teens,Fit for Pole, Flexibility, Poledancestar*-Instructor", info@poledancestar.de,http://poledancestar.de,+4917621887999,https://www.eversports.de/s/poledancestar,"['Poledance', 'Fitness', 'Poledance', 'Poledance', 'Rückenfit', 'Turnen', 'Tanzen', 'Fitness', 'Tanzen', '58 Rezensionen', 'Fitness', 'Tanzen', 'Turnen', 'Poledance', 'Rückenfit', 'Kindergeburtstag', 'Kids World', 'Online Klasse']",Kostenlos Schnuppern,2024-02-17 18:42:05,2024-02-17 18:42:05
AIRobics,"['Holsteinischer Kamp 58 ', ' 22081 Hamburg']",22081,Hamburg,Holsteinischer Kamp 58,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']","Bei AIRobics geht es, wie der Name schon vermuten lässt, um Bewegungen in der Luft. Genauer, es ist ein Studio für Luftakrobatik und Tanz. Bei uns erlernst du atemberaubende Tricks, Kombinationen und auch ganze Choreographien an der Pole, dem Aerial Silk, dem Aerial Hoop und dem Aerial Hammock. Darüber hinaus kannst du deine Fitness und Flexibilität in verschiedenen Bodenkursen verbessern. Und an alle Eltern: AIRobics hat ein auch ein vielseitiges Angebot für Kinder!", dance@airobics.de,https://airobics.de/,+49 17621381870,https://www.eversports.de/s/airobics,"['Yoga', 'Poledance', 'Aerial Yoga', 'Poledance', 'Poledance', 'Akrobatik', 'Poledance', 'Akrobatik', 'Aerial Yoga', 'Poledance', '57 Rezensionen', 'Yoga', 'Poledance', 'Aerial Yoga', 'Akrobatik', 'Faszientraining', 'Power Pole', 'Stretching', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport', 'Aerial Pilates', 'Tanz', 'Workout', 'Aerial Hammock']",2 Angebote für Neukund:innen,2024-02-17 18:42:12,2024-02-17 18:42:12
